tid,song_hotttnesss,end_of_fade_in,mode,time_signature,bars_start,key,start_of_fade_out,year,duration,loudness,tempo,title,artist_name
TRAADQX128F422B4CF,0.785892288388,0.734,1,4,[0.74575 2.43601 4.12717 5.8177 7.50903 9.19994 10.89028 12.58162 14.27243 15.9605 17.65296 19.34395 21.03524 22.72476 24.41527 26.10725 27.79991 29.49003 31.18151 32.87151 34.55853 36.24785 37.94017 39.63187 41.32583 43.01625 44.70608 46.39849 48.08771 49.7751 51.46684 53.15874 54.85311 56.54299 58.23366 59.92519 61.61466 63.30574 64.99546 66.68902 68.3784 70.06981 71.75971 73.44694 75.13532 76.82806 78.51967 80.20935 81.89992 83.59031 85.28103 86.97274 88.66545 90.35498 92.04375 93.73513 95.4264 97.1165 98.80697 100.49849 102.1903 103.88391 105.57233 107.26718 108.95768 110.64693 112.33777 114.02955 115.72028 117.4103 119.10109 120.79332 122.48282 124.17378 125.86712 127.55535 129.24865 130.9405 132.63005 134.31917 136.01005 137.69959 139.39141 141.08259 142.77287 144.46227 146.15183 147.84375 149.53542 151.22548 152.91519 154.60692 156.29793 157.98906 159.67981 161.37222 163.061 164.75636 166.44852 168.1445 169.83514],0,168.699,2006,175.72526,-10.93,141.919,Nashville Parthenon,Casiotone For The Painfully Alone
TRAADYB128F92D7E73,0.434838090261,0.071,1,5,[2.90946 6.35559 9.83288 13.28077 16.89833 20.55495 24.14772 27.72574 31.28699 34.83336 38.36771 41.90044 45.44988 49.05369 52.61036 56.14862 59.70036 63.32915 66.90994 70.43144 73.95553 77.46405 80.9893 84.50174 87.98975 91.48413 94.97425 98.47787 101.95846 105.4566 108.95941 112.45924 115.93602 119.41872 123.1054 126.60742 130.07214 133.53767 136.99052 140.44502 143.8922 147.34469 150.8207 154.2903 157.75182 161.1986 164.66333 168.13866 171.61303 175.1026 178.586 182.05658 185.50525 188.97494 192.43617 195.88057 199.33152 202.77912 206.23615 209.69352 213.14696 216.59646 220.02805 223.4576 226.87798 230.30569 233.72211 237.14411 240.57379 244.00284],7,237.598,2009,251.42812,-12.009,86.091,The More I See You,Eliane Elias
TRAAENC128F1451DE9,0.610474257772,0.0,1,4,[1.1612 3.12906 5.06107 6.99809 8.95896 10.90206 12.83814 14.76248 16.70073 18.64843 20.59084 22.51985 24.41781 26.43156 28.3901 30.296 32.25479 34.20136 36.11676 38.02038 39.96942 41.99539 44.00315 45.9217 47.83556 49.75841 51.75457 53.80877 55.71962 57.62895 59.55754 61.47325 63.41428 65.36066 67.31477 69.24244 71.16711 73.10926 75.02235 76.92056 78.81349 80.71399 82.64402 84.58136 86.50383 88.44995 90.37297 92.30721 94.23234 96.15465 98.08179 100.04763 101.99208 103.92138 105.91484 107.89181 109.85767 111.79109 113.70737 115.63223 117.53487 119.45101 121.52715 123.47174 125.39972 127.40763 129.34558 131.31954 133.49669 135.44048 137.34521 139.27726 141.19241 143.12191 145.05938 147.00022 148.91326 150.77903 152.67609 154.58386 156.49611 158.41187 160.32172 162.2474 164.18243 166.1171 168.06303 170.02961 172.0072 173.97623 175.91574 177.84763 179.77337 181.69393 183.6182 185.55894 187.51179 189.31219 191.25375 193.30545 195.29257 197.21656 199.15638 201.08608 203.03395 204.98853 206.94282 208.8917 210.80658 212.72068 214.65635 216.58817 218.56093 220.51658 222.45701 224.40814 226.3296 228.20892 230.12737 232.20708 234.20737 236.1305 238.0474 239.9932 242.0203 244.0091 246.00157 247.95574 249.75638 251.35436 253.23486 254.94096 256.91674 258.72613 260.66962 262.20563 266.54814 268.32687 270.07574 272.09118 274.07454 276.0134 277.93923 279.78139 281.51844 283.49728 285.14062 286.78037 288.60987 290.38003 292.01919 293.98717 295.79406 297.41179],7,298.347,1995,300.79955,-13.33,124.175,Too Much Saturn,Francis Dunnery
TRAAFMS128F933AB23,0.626165759669,0.322,1,4,[1.74155 3.84687 5.9628 8.14398 10.29713 12.44667 14.59959 16.75126 18.89902 21.0539 23.21047 25.36806 27.52818 29.69376 31.86634 34.0287 36.17948 38.33144 40.48934 42.64818 44.81198 46.97457 49.12957 51.29149 53.4546 55.61185 57.76942 59.92906 62.07902 64.20768 66.3644 68.5126 70.65118 72.78646 74.92104 77.10854 79.26882 81.41177 83.57083 85.70724 87.83898 89.96883 92.11508 94.28373 96.44718 98.57196 100.71108 102.86292 105.01138 107.16267 109.30722 111.4577 113.60702 115.76669 117.92116 120.06211 122.21312 124.39542 126.52465 128.64605 130.77504 132.9047 135.01524 137.1261 139.24821 141.37529 143.49113 145.60852 147.74275 149.87119 151.98743 154.09812 156.22041 158.34837 160.47076 162.58427 164.70962 166.81754 168.96919 171.1904 173.29596 175.38885 177.4725 179.55191 181.63262 183.71585 185.79434 187.87421 189.9641 192.0516 194.13307 196.21817 198.30255 200.38597 202.46647 204.54801 206.63953 208.72062 210.80178 212.88659 214.97198 217.06323 219.14745 221.22894 223.31262 225.4003 227.48062 229.56246 231.64321 233.72942 235.81799 237.9006 239.98786 242.0718],7,224.049,1990,246.69995,-9.603,112.903,Entre Caníbales,Soda Stereo
TRAAGCZ128F93210FD,0.624425493271,0.0,0,4,[1.1904 3.46275 5.7749 8.23537 10.50962 12.39467 14.22497 16.05271 18.14715 20.3828 22.29884 24.152 26.4608 28.70754 30.98426 33.2705 35.55788 37.84695 40.16129 42.38626 44.36071 46.63495 48.90937 51.18116 53.45015 55.73108 58.00327 60.28591 62.55793 64.83739 67.10912 69.38683 71.66245 73.75169 75.84666 78.12789 80.40922 82.70333 84.98928 87.15015 89.43299 91.71924 93.85161 96.14814 100.41052 102.69441 104.97852 107.26632 109.55271 111.83458 114.12171 116.40654 118.68825 121.04854 123.25515 125.54059 127.82373 130.11397 132.40147 134.68265 136.96705 139.26531 141.55552 143.83683 146.12333 148.40951 150.6843 152.97288 155.01719 157.2551 159.5438 161.82736 164.11308 166.04397 167.83321 170.08456 171.9389 174.21298 176.48126 178.762 181.03672 183.25916 185.54451 187.82521 190.1126 192.39337 194.6757 196.96155 199.25253 201.53616 203.81636 206.11155 208.40951 210.69638 212.75949 214.58641 216.41505 218.24448 220.0743 221.90532],11,213.664,2004,229.61587,-4.882,105.206,Let's Get It Started,Black Eyed Peas
TRAAGEC128E079252C,0.635536648623,0.286,0,4,[1.76242 5.5668 9.37824 13.18498 16.99171 20.79609 24.60518 28.41662 32.22335 36.02774 39.83212 43.64356 47.455 51.25938 55.06908 58.88965 62.68462 66.49332 70.30566 74.1213 77.92559 81.73555 85.53822 89.34731 93.15375 96.9628 100.77237 104.58892 108.38656 112.19126 115.99721 119.80189 123.61406 127.41694 131.21927 135.04038 138.85211 142.65444 146.46617 150.26944 154.08445 157.89242 161.70274 165.51306 169.31204 173.11911 176.92933 180.73583 184.53786 188.35178 192.15453 195.96369 199.78159 203.58818 207.39147 211.2049 215.01272 218.82127 222.62918 226.43764 230.24562 234.05249 237.86118 241.6649 245.47809 249.28197 253.08757 256.90265 260.70553 264.51723 268.32608 272.13426 275.93979 279.75004 283.56007 287.36687 291.16803 294.98923 298.7975 302.60403 306.40247 310.22106 314.02388 317.83304 321.6351 325.45369 329.2605 333.06258 336.86975 340.67891 344.48807 348.29959 352.09814 355.91202 359.72118 363.52798 367.32535 371.14394 374.9531 378.75991 382.55716 386.37558 390.18456 393.99825 397.79308 401.60914 405.41576 409.22474 413.02193 416.84505],0,399.9,2000,426.89261,-12.951,63.017,Metal,Nine Inch Nails
TRAAGJV128F1464090,nan,0.229,1,1,[0.06727 0.53576 1.01006 1.48553 1.96449 2.43645 2.91198 3.38122 3.85283 4.31994 4.79293 5.25738 5.72725 6.18789 6.65775 7.11865 7.58914 8.05214 8.51927 8.9899 9.46218 9.92971 10.40471 10.87852 11.35088 11.82086 12.29259 12.7655 13.23987 13.70984 14.17733 14.64698 15.11318 15.58057 16.04626 16.51494 16.98128 17.45 17.92105 18.38722 18.85928 19.33073 19.80219 20.27416 20.74137 21.21021 21.67951 22.15052 22.62208 23.09022 23.55726 24.03212 24.50177 24.97378 25.43991 25.90841 26.38071 26.85184 27.32121 27.78822 28.25539 28.72138 29.18812 29.65103 30.11401 30.57592 31.03923 31.50299 31.96908 32.43459 32.9001 33.36913 33.83239 34.29881 34.76408 35.2302 35.69632 36.1618 36.62778 37.09416 37.56212 38.02748 38.49606 38.96346 39.43538 39.90848 40.38219 40.84756 41.31883 41.78891 42.26161 42.73197 43.20272 43.66884 44.13405 44.5995 45.06612 45.53159 45.99604 46.46411 46.92985 47.39835 47.8622 48.32838 48.79921 49.2639 49.73333 50.20238 50.67143 51.13808 51.60704 52.07418 52.54184 53.00683 53.47382 53.93964 54.40548 54.87132 55.33734 55.80336 56.26896 56.73456 57.20113 57.66653 58.12034 58.5848 59.04515 59.50597 59.96307 60.42576 60.88497 61.34069 61.80106 62.26755 62.72483 63.18396 63.64308 64.10891 64.56768 65.02581 65.48556 65.94671 66.40925 66.87179 67.33103 67.79599 68.25969 68.72223 69.1914 69.65584 70.12575 70.58815 71.05507 71.52062 71.98653 72.45051 72.91334 73.37487 73.83175 74.28399 74.72227 75.17301 75.626 76.08829 76.54511 77.00437 77.46487 77.92706 78.39213 78.85604 79.32356 79.7853 80.25119 80.71248 81.17662 81.64306 82.10512 82.5697 83.0346 83.49981 83.96621 84.42919 84.89217 85.36055 85.82315 86.28777 86.75592 87.22121 87.69116 88.15455 88.61569 89.07684 89.53716 89.99518 90.4582 90.92121 91.38059 91.84569 92.31002 92.77462 93.23718 93.70717 94.17259 94.63937 95.10497 95.57031 96.04029 96.50342 96.9677 97.43548 97.89979 98.36531 98.83083 99.29794 99.75963 100.22885 100.69509 101.16284 101.62502 102.09191 102.55114 103.00921 103.47078 103.9265 104.38106 104.83912 105.29368 105.75291 106.21251 106.67144 107.13057 107.58878 108.04699 108.50702 108.96362 109.42412 109.88119 110.34037 110.79841 111.25858 111.72085 112.18157 112.63955 113.09729 113.56055 114.02613 114.48975 114.95219 115.41766 115.88312 116.34884 116.8134 117.27942 117.73981 118.20371 118.66995 119.13502 119.59775 120.05464 120.51518 120.98029 121.43476 121.89609 122.35587 122.8145 123.27299 123.7302 124.19022 124.64962 125.10199 125.55878 126.01443 126.47214 126.92985 127.39071 127.84928 128.31032 128.77137 129.23258 129.69512 130.15591 130.61155 131.07633 131.53424 131.99214 132.45037 132.90747 133.36146 133.81431 134.26532 134.71675 135.16992],9,130.026,1963,136.48934,-9.091,129.122,It's My Party,Lesley Gore
TRAAGPF12903CE027E,nan,0.165,1,4,[1.87142 4.49979 6.63869 8.93122 11.56595 14.22471 16.73842 19.13475 21.78849 24.46307 27.12348 29.75125 32.38582 35.04901 37.6963 40.30964 42.93612 45.55445 48.18196 50.80688 53.45384 56.12739 58.71154 61.33354 63.96124 66.60134 69.22236 71.83792 77.46867 79.58501 82.09717 84.71955 87.33132 89.96463 92.12227 94.74749 97.36865 99.82477 102.01768 104.39684 107.01331 109.62673 112.24295 114.84064 117.45597 120.08372 122.59599 125.24997 127.91205 130.55781 133.16541 135.76613 137.89548 140.23575 142.86413 145.45726 148.08072 150.6931 153.30177 155.92654 158.51007 161.06207 163.66969 166.30058 169.0152 171.62371 174.27903 177.20028 179.86052 182.44391 184.57171 186.60544 188.70459],3,192.087,1990,195.91791,-11.98,91.487,Indian Love Call,Slim Whitman
TRAAGPJ128F428CD1B,0.725121283567,0.113,1,4,[0.68393 2.77931 4.86995 6.95468 9.0335 11.11138 13.17591 15.2379 17.30781 19.3788 21.45155 23.52734 25.61139 27.69032 29.76478 31.83639 33.91193 35.98552 38.06339 40.1426 42.22812 44.31391 46.38994 48.46588 50.55036 52.63383 54.71294 56.79061 58.87404 60.95885 63.04106 65.12495 67.21823 69.3097 71.39534 73.48238 75.57253 77.66284 79.74629 81.82832 83.91665 85.9978 88.07386 90.15132 92.22032 94.28388 96.33281 98.3842 100.43022 102.47034 104.51288 106.5499 108.58335 110.61844 112.64805 114.67123 116.70075 118.73182 120.77649 122.84088 124.91616 126.99779 129.07442 131.15245 133.23032 135.30422 137.38168 139.45827 141.53734 143.61952 145.70675 147.7959 149.88297 151.96808 154.05241 156.12903 158.20637 160.28057 162.35622 164.42775 166.50552 168.58902 170.67227 172.75101 174.82331 176.88878 178.95423 181.0241 183.09471 185.16276 187.24124 189.32724 191.41247 193.50077 195.57703 197.65159 199.72631 201.79622 203.852 205.88921 207.92749 209.96386 212.00492 214.0417 216.07327 218.10862 220.14712 222.17932 224.21551 226.23871 228.26393 230.29572 232.32529 234.35168 236.37658 238.3974 240.42089 242.4451 244.46531 246.48413 248.50168 250.52275 252.54642 254.57232 256.58613 258.59284 260.59962 262.61572 264.6315 266.64379 268.65089 270.65785 272.67327 274.68524 276.70388 278.7244 280.73637 282.76721 284.83633],2,279.179,2005,288.41751,-8.165,115.606,I Never Came,Queens Of The Stone Age
TRAAHEG128E07861C3,0.570105930058,0.0,0,5,[2.95336 6.21569 9.798 13.32597 16.83832 20.11907 22.97658 26.64533 30.3282 38.52241 42.22175 45.8878 49.15176 55.12028 58.40729 62.049 65.41688 68.84195 72.24956 77.7448 80.62312 87.75957 91.40269 98.23258 101.79025 104.69555 108.13516 114.75517 118.81684],1,121.005,2001,124.18567,-10.296,85.008,WKYA (drop),Redman
TRAAIAE128F42AC53D,0.488289876037,0.0,1,3,[0.2688 2.07304 3.86233 5.65252 7.44856 9.2716 11.06306 12.85986 14.65611 16.44325 17.94709 19.74377 21.54331 23.34782 25.15059 26.93953 28.74323 30.55198 32.34878 34.14815 35.94503 37.742 39.53925 41.33878 43.13568 44.93348 46.73625 48.54188 50.31787 52.13265 53.9398 55.74952 57.54436 59.33082 61.13946 62.94179 64.73883 66.54552 68.35116 70.15425 71.96048 73.76222 75.39978 77.0033 78.75038 80.56992 82.35459 84.13985 85.92383 87.71129 89.50782 91.2983 93.09629 94.88872 96.3463 98.01184 99.79749 101.6094 103.42702 105.23865 107.03232 108.81474 110.61079 112.42075 114.21268 116.02481 117.83338 119.62702 121.42124 123.23297 125.0518 126.85251 128.64356 130.43588 132.22809 134.03684 135.83158 137.64264 139.44975 141.24534 143.03977 144.83698 146.64095 148.43805 150.23074 152.01867 153.8158 155.62029 157.41685 159.21752 161.01754 162.81498 164.61908 166.41469 168.2167 170.02694 171.83409 173.6404 175.4415 177.24333 179.03112 180.8189 182.6161 184.41644 186.19907 191.46444 193.28483 195.0788 196.64274 198.36363 200.15181 201.93685 203.73004 205.45399 207.24229 209.03658 210.83385 212.6244 214.41884 216.20755 218.01453 219.81617 221.61542 223.41626 225.15664 226.9422 228.7354 230.52125 232.30277 234.09265 235.88585 237.37143 238.85746 240.62481 242.65966 244.49521 246.1661 248.0641 249.94204 251.67014],7,253.452,2005,261.95546,-13.627,100.194,I Can't Stop Loving You,Martina McBride
TRAAIHL128F92E6DDA,0.345802233965,0.45,1,4,[1.00904 3.0733 5.13317 7.19328 9.24945 11.30988 13.37197 15.42663 17.48897 19.54737 21.60605 23.6673 25.72748 27.78881 29.8443 31.90589 33.96691 36.02236 38.08495 40.11141 41.74309 43.74374 45.79699 47.85461 49.91558 51.98152 54.04777 56.10325 58.16675 60.22105 62.279 64.33838 66.4017 68.45837 70.51339 72.57279 74.63169 76.69506 78.75748 80.82042 82.8766 84.93495 86.99035 89.05199 91.10534 93.16397 95.22202 97.28916 99.34894 101.41243 103.46306 105.52016 107.58372 109.64306 111.70565 113.76325 115.81608 117.87879 119.93969 122.00355 124.05904 126.11551 128.17131 130.19933 132.12069 133.78387 135.441 137.44793 139.50623 141.56145 143.62091 145.6767 147.73478 149.79933 151.85611 153.91271 155.97382 158.00846 160.05105 161.89513 163.95268 166.01492 168.07516 170.13514 172.19781 174.25793 176.30462 178.36521 180.43267 182.48945 184.55067 186.61192 188.66569 190.72518 192.7889 194.84357 196.89752 198.96224 201.02142 203.08929 205.13811 207.19088 209.25961 211.32784 213.38917 215.44412 217.50859 219.68611 222.14856 224.32589 226.39718 231.91702 233.97589 236.03559 238.08493 240.15192 242.20015 244.23398 246.30317 248.39255 250.49967 252.75235 254.80906 256.8709 258.93478 261.00326 263.05888 265.11883 267.1794 269.24142 271.28936 273.34707 275.41852 277.49616 279.57255 281.59326 283.65137 285.94512 288.03294 290.08761 292.14707 294.20199 296.26122 298.32679 300.38793 302.44149 304.50119 306.57022 308.62215 310.6833 312.73929 314.85063 317.18212 319.28115 321.31886],8,322.101,1994,329.27302,-7.103,116.473,On Bended Knee,Boyz II Men
TRAAJJG128F4284B27,0.466304830757,3.344,1,4,[0.65257 2.41399 4.20797 5.98876 7.7932 9.58859 11.37783 13.1737 14.97702 16.75995 18.55874 20.35979 22.16084 23.96642 25.75459 27.54064 29.33592 31.1278 32.92195 34.7127 36.51286 38.30701 40.1193 41.91345 43.70281 45.48428 47.28653 49.09466 50.89463 52.67927 54.47115 56.2619 58.07532 59.87174 61.65759 63.45751 65.25199 67.05224 68.8459 70.7037 72.51549 74.32729 76.24883 78.02123 80.03864 81.83846 83.60362 85.61997 87.45086 89.23708 91.03689 92.83777 94.63161 96.43256 98.23238 100.09115 101.84586 103.60639 105.40741 107.21798 109.01553 110.80777 112.59669 114.39059 116.19494 117.99362 119.78124 121.57546 123.38907 125.18192 127.01662 128.94662 130.79722 132.58413 134.38757 136.20074 137.9975 139.77623 141.575 143.36978 145.16748 146.95017 148.74874 150.60767 152.41946 154.22336 156.0364 157.91862 159.7045 161.49921 163.30537 165.11099 166.91673 168.68494 170.47809 172.29959 174.36378 176.30217 178.12934 179.92589 181.71904 183.52353 185.31895 187.12004 188.91319 190.69578 192.48975 194.28748 196.08081 197.89532 199.69206 201.47022 203.25396 205.0561 206.85789 208.65367 210.45356 212.24802 214.02888 215.84412 217.74036 219.55224 221.36412 223.176 225.0709 227.09031 228.9736 230.74893 232.52449 234.34156 236.26991 238.04122 239.83281 241.64129 243.43916 245.23231 246.99285 248.79784 250.83827 252.62682 254.41714 256.06605 257.66317 259.577 261.36666 263.15659 264.9624 266.76254 268.55247 270.35653 272.14952 274.00832 275.99696 277.78832 279.6158 281.43596 283.24761 285.06444],9,273.589,2001,292.8322,-4.953,133.306,Medicate Myself,The Verve Pipe
TRAAJYX128F4255568,0.345802233965,2.566,0,1,[0.03212 1.008 1.98065 2.95412 3.92838 4.89137 5.85516 6.81331 7.75213 8.70383 9.66279 10.6427 11.59463 12.53496 13.48852 14.46328 15.42629 16.39354 17.38856 18.34754 19.31297 20.27115 21.23819 22.21006 23.17468 24.14736 25.11682 26.08628 27.05467 28.01633 28.97936 29.94399 30.90942 31.87602 32.84171 33.80909 34.7765 35.74477 36.71204 37.67742 38.64698 39.61093 40.57847 41.54873 42.52055 43.48911 44.45734 45.42677 46.3961 47.36378 48.32993 49.3017 50.26796 51.23437 52.20484 53.17044 54.13625 55.10764 56.07717 57.04417 58.01511 58.98524 59.95443 60.92115 61.88696 62.8545 63.82275 64.79009 65.75805 66.72644 67.69491 68.66369 69.63077 70.5956 71.56342 72.53396 73.50278 74.47235 75.43884 76.40589 77.37504 78.3448 79.31565 80.2859 81.25293 82.22509 83.19276 84.15849 85.12308 86.09476 87.063 88.03315 89.00108 89.97196 90.94356 91.91486 92.88259 93.84969 94.81617 95.78231 96.74934 97.71398 98.68263 99.65356 100.62119 101.58735 102.55451 103.52202 104.48959 105.45818 106.42731 107.39479 108.36658 109.33314 110.30099 111.27053 112.23737 113.20301 114.17094 115.14015 116.10829 117.07765 118.04665 119.01702 119.98284 120.95244 121.91965 122.88658 123.85603 124.82594 125.79506 126.76603 127.73754 128.70803 129.67848 130.64484 131.61121 132.58 133.54587 134.51165 135.4798 136.44683 137.41763 138.38341 139.35355 140.32499 141.29619 142.26256 143.22699 144.19616 145.16167 146.13132 147.09955 148.06829 149.04001 150.0062 150.97423 151.94381 152.91412 153.88327 154.85082 155.81744 156.78688 157.75481 158.72023 159.68676 160.65573 161.62466 162.59568 163.56488 164.53389 165.50187 166.46953 167.43843 168.40716 169.37377 170.34288 171.31143 172.28024 173.24852 174.2175 175.18629 176.15273 177.12089 178.09184 179.05727 180.02871 180.99736 181.9633 182.93324 183.90014 184.86339 185.83229 186.8006 187.7674 188.74042 189.71024 190.68094 191.64643 192.61366 193.57938 194.54684 195.51648 196.48623 197.4553 198.42106 199.39189 200.36162 201.33326 202.30094 203.26775 204.23455 205.20135 206.16824 207.13586 208.10625 209.07473 210.04775 211.01464 211.98083 212.94897 213.91847 214.8882 215.85688 216.82682 217.79799 218.76416 219.73028 220.69725 221.66636 222.63337 223.60239 224.5692 225.53788 226.50511 227.47457 228.44201 229.41203 230.38518 231.35462 232.32219 233.29117 234.25756 235.22389 236.1911 237.15772 238.12947 239.09616 240.0623 241.0301 241.99899 242.9677 243.93276 244.89684 245.85607 246.82532 247.80518 248.79566 249.76818 250.73498 251.70178 252.67416 253.6426 254.61267 255.57947 256.54627 257.50988 258.48518 259.45117 260.41797 261.38477 262.35321 263.32736 264.29579 265.26178 266.22858 267.19362 268.15672 269.12101 270.08788 271.05484 272.02219 272.99131 273.95913 274.9272 275.89378 276.86514 277.83453 278.80305 279.77169 280.73852 281.70858 282.67716 283.64682 284.61593 285.5821 286.55031 287.52187 288.48811 289.45409 290.42078 291.39097 292.36099 293.32951 294.2999 295.26518 296.23509 297.20462 298.18033],10,289.332,1991,301.81832,-8.095,61.971,Groovin' In The Midnight,Maxi Priest
TRAAKAS128F4246013,0.825173540378,0.0,0,5,[0.34798 2.75608 5.1726 7.59299 10.01168 12.42721 14.84796 17.26763 19.68757 22.10558 24.52708 26.94097 29.36152 31.78621 34.20356 36.62312 39.04064 41.46141 43.87773 46.29874 48.72463 51.14141 53.55968 55.97975 58.3959 60.81692 63.23453 65.65466 68.07281 70.48881 72.90962 75.33026 77.75284 80.17151 82.58616 85.00216 87.4306 89.85187 92.26923 94.68506 97.11547 99.52262 101.94495 104.36136 106.78288 109.20267 111.62135 114.04353 116.46429 118.88389 121.29785 123.71449 126.13643 128.55323 130.97781 133.39696 135.81262 138.23327 140.65603 143.07639 145.49675 147.91559 150.33508 152.75985 155.17814 157.59868 160.0111 162.42364 164.84778 167.26145 169.68662 172.11416 174.53586 176.95256 179.3683 181.79111 184.21606 186.63436 189.04939 191.4634 193.88261 196.30193 198.72578 201.14309 203.57186 205.9808 208.39783 210.81417 213.23395 215.65742 218.07311 220.49309 222.91225 225.33143 227.75057 230.17209 232.58585 235.0098 237.43665 239.86313 242.27284 244.6947 247.14213 249.57481 251.98984 254.38358 256.79864 259.21544 261.63143 264.05068 266.4732 268.88923 271.30508 273.72746 276.14413 278.56082 280.98209 283.40297 285.82073 288.24114 290.6595 293.08018 295.50637 297.93148 300.34864 302.76755 305.19256 307.61773 310.0249 312.44109 314.86338 317.28567 319.70145 322.11846 324.53957 326.96243 329.37878 331.79864 334.22259 336.63857 339.05517 341.47479 343.89792 346.31576 348.73554 351.1539 353.57717 355.99869 358.41497 360.83082 363.25377 365.6754 368.09209 370.50925 372.93365 375.35751 377.77837 380.20036 382.61749 385.0349 387.4564 389.8768 392.29558 394.71554 397.13948 399.55803 401.97939 404.41 406.83431],6,396.533,1997,416.80934,-7.982,124.04,Waiting,Porcupine Tree
TRAAMES128F42AF068,0.659304669164,4.267,0,3,[2.24039 3.91439 5.53109 7.21408 8.89708 10.57568 12.24126 13.91803 15.5962 17.33471 19.0227 20.6686 22.21141 23.9025 25.56945 27.22558 28.99629 30.81457 32.59037 34.2489 35.90602 37.47369 38.8792 40.65165 42.4129 44.03138 45.31065 46.81811 51.82963 53.57936 55.31508 57.05932 58.81351 60.57269 62.33653 63.96953 65.24352 66.52316 67.7955 69.19601 70.91494 72.64517 74.24572 75.89604 77.66113 79.3475 81.00762 82.72514 84.52314 86.3153 88.08899 89.86254 91.34828 92.62077 94.28588 96.05274 97.84745 99.59577 101.33144 103.09504 104.87388 106.63959 108.43326 110.18159 111.95322 113.72878 115.48823 117.23471 118.98164 120.73234 122.52999 124.31977 126.07758 127.84026 129.5557 131.25763 132.97465 134.71246 136.44532 138.19083 139.88854 141.58265 143.22034 144.89055 146.62943 148.36676 150.08759 151.81821 153.54263 155.25715 156.97771 158.69339 160.39745 162.10425 163.80892 165.52772 167.24737 168.96922 170.69645 172.43214 174.16715 175.81638 177.51029 179.19329 180.90313 182.66313 184.38864 186.09056 187.78406 189.48739 191.1703 192.87348 194.59341 196.32393 198.05686 199.76554 201.49733 203.21876 204.9369 206.67545 208.39291 210.10756 211.82361 213.53405 215.26144 216.98926 218.70427 220.40386 222.10602 223.79677 225.50067 227.19949 228.88593 230.57364 232.26885 233.96312 235.6574 237.34019 239.01572 240.68541 242.35266 244.01568 245.67971 247.34838 248.99452 250.6381 252.28255 253.93434 255.58813 257.23098 258.88758 260.52974 262.16298 263.80126 265.43899 267.08266 268.73035 270.37817 272.0159 273.65432 275.30187 276.94103 278.57337 280.2072 281.84457 283.48783 285.11767 286.74933 288.37958 290.01318 291.64532 293.27933 294.91055 296.53518 298.15858 299.79187 301.44039 303.0569 304.67343 306.30758 307.95835 309.64135 311.32434 315.88203 317.58257 319.22459 320.83588 322.43856 324.0413 325.67142 327.26788 328.89391 330.55885 332.17885 333.7847 335.39321 336.97135 338.52761 340.09069 341.71268 343.3989 345.00783 346.67169 348.27749 349.89665 351.59439 353.2596 354.8521 356.41944 357.99024 359.67323 361.27309 362.82906 364.38536 366.09729 367.75706 369.41931 371.09899 372.78126 374.41654 375.99894 377.55822 379.13817 380.73359 382.29922 383.91795 385.73033 387.41332 389.09631 390.77931 392.4623 394.15808 395.82361 397.40053 398.84139 400.29024 401.73491 403.17804 404.61178 406.03872 407.45804 408.87826 410.30597 411.74697 413.19486 414.64275 416.09191 417.53976 418.99028 420.44906],4,414.697,2006,428.56444,-8.403,105.994,Inside Job,Pearl Jam
TRAAMPA128F92E7D0D,0.519448581494,0.078,0,4,[0.82038 3.95567 6.87648 9.72082 12.38792 15.16021 17.8358 20.44863 22.95584 25.55133 27.76509 30.8987 33.6202 36.31121 39.21948 41.94607 44.75293 47.47731 50.82747 53.8144 56.50029 59.06164 61.95717 64.53154 67.2259 69.91639 72.49171 75.20811 77.96519 80.71549 83.40986 86.13134 88.74423 91.37043 94.25971 96.97246 99.65913 102.10049 104.45003 106.82656 109.39488 112.16166 114.59026 123.96134 126.20509 129.72495 132.16356],6,135.285,1986,140.66893,-28.347,89.495,Orgofart,Descendents
TRAAOIN128F9303790,0.543052864199,0.0,0,4,[1.65865 4.85116 8.05153 11.24796 14.44046 17.64279 20.83333 24.0219 27.22626 30.42276 34.83019 38.02473 41.20355 53.55089 56.77893 59.90175 63.07321 66.2774 69.43598 72.59526 75.80344 78.97229 82.20211 85.40046 88.59881 91.74208 98.47498 102.16618 105.78335 111.89829 115.49377 118.5981 127.14242 130.138 132.86473 135.49563 138.73115 141.92242 145.121 148.31363 151.51368 154.71168 157.91686 161.09959 164.29581 167.48715 170.68241 173.88814 177.0883 180.2942 183.50363],4,185.289,2005,190.24934,-4.172,75.031,Snowball,Test Icicles
