tid,artist_name,title,genre,topic
TRAHUZS12903C9D9DD,P.o.d,Roman Empire,Metal,12
TRACYDP128F932BC8E,Skeletonwitch,Sacrifice for the Slaughtergod,Metal,23
TRASXSI128F9345EA2,Sick Of It All,Sanctuary,Punk,14
TRADKLT128F9304E1D,The Antlers,Stairs To the Attic,Rock,12
TRAZDTT128F9346306,The Shangri-Las,Out in the Streets,Rock,17
TRAYUCR128E078EE0F,Nirvana,Aneurysm,Rock,24
TRALPGW12903CAFFB5,Evergreen Terrace,Please Hammer Don't Hurt 'Em,Metal,12
TRAXAZZ128F4255FAF,K.I.Z.,Freiwild,Rap,15
TRAGQQK128F42561AB,Edu Lobo,Canto Triste,Jazz,2
TRADGXI128F92EF28F,Set Your Goals,the fallen...,Punk,8
TRBCWOW128F1467692,Long Beach Dub Allstars,Like A Dog,Rock,20
TRAADNA128F9331246,Stevie Ray Vaughan,Crossfire,Blues,3
TRAIPST128F9302AE9,Eminem,Beautiful,Rap,8
TRAYSMW128F1468307,Fun Lovin' Criminals,We Have All The Time In The World,Rock,14
TRAEOOH128F934ACD4,GWAR,Let's Blame The Lightman,Metal,16
TRBGLSW12903CE3D8A,Grandmaster Flash,Underarms,Rap,5
TRBAXDP12903CD1922,AFI,Darling_ I Want To Destroy You,Rock,14
TRAQMNB12903CDD58F,The Berzerker,Compromise,Metal,12
TRAZCOX128F42B6555,Muse,The Small Print,Rock,8
TRAPJFL128F42AA7B4,Foo Fighters,Still,Rock,8
TRBHZAA128F4271AE9,K's Choice,20.000 Seconds,Rock,8
TRATDIZ128F4242796,Café Quijano,En Algún Rincón,Pop,2
TRAZSRV128F1452866,Humanzi,Fix The Cracks,Rock,22
TRAQXJY12903CF3A0E,Steel Pulse,House of Love,Reggae,8
TRATOHC128EF3460DA,Mando Diao,Popovic,Rock,5
TRAEHXW128F146F3C5,Kenny Rogers,The Son Of Hickory Holler's Tramp,Country,17
TRBICGT128E0792473,Guns N' Roses,Patience,Rock,9
TRAPVYD12903CE0269,Enslavement Of Beauty,And Still I Wither,Rock,23
TRAVUAJ128E078EDA2,Aerosmith,What It Takes,Rock,14
TRAZBBP128E07845D4,Kanye West,School Spirit Skit 2,Rap,20
TRAFRCH12903CEA22D,Gob,No Regrets,Rock,12
TRACSIE128F427F98E,Jennifer Lopez,Talk About Us,Pop,14
TRBBXML128F4256DFF,Månegarm,Ur Själslig Död,Metal,23
TRAUOPA128F93537F2,Martin Sexton,Things You Do To Me,Folk,9
TRAWFGF128E0792FE0,Extreme,Stop The World,Rock,10
TRAAZBD128F427A97D,Sticky Fingaz,Oh My God,Rap,23
TRAIWZZ128F9306AFF,Korn,Proud,Rock,8
TRAJKMI128F4281107,Baby D,Let Me Be Your Fantasy,Pop,6
TRADVSU128E0786371,Hem,Redwing,Folk,1
TRABNEX128F92C9DEA,Kings Of Leon,Knocked Up,Rock,17
TRAXGVY128F933E9C9,Eric Burdon,Feeling Blue,Rock,8
TRAEOUE128F93187B9,Sick Puppies,Master Of The Universe,Rock,23
TRBBZOG128F422B02B,Death Cab for Cutie,You Can Do Better Than Me (Album Version),Rock,8
TRBEXUF128F92DF175,Natasha Bedingfield,Love Like This,Pop,14
TRASZQB12903CAAE1B,Hellsongs,Rock The Night,Rock,21
TRALBIA128F4272082,Britt Nicole,Good Day,Pop,8
TRANCCN128E0794B18,30 Seconds To Mars,Hunter,Rock,23
TRAZLLR128F42A8DCC,Ayo,These Days,RnB,23
TRBBMLR128F1466822,Captain Beefheart & The Magic Band,On Tomorrow,Rock,6
TRAZRBR128E0782989,Nick Cave & The Bad Seeds,Where Do We Go Now But Nowhere,Rock,14
TRBEUKI128F9318306,Mississippi John Hurt,Monday Morning Blues,Blues,16
TRAUCZX128F149D9AE,Tracy Byrd,Walking To Jerusalem,Country,4
TRATMAL128F427EC8D,Java,Cendrier,Pop,0
TRAMFRD128E07833DA,Dolly Parton,When Jesus Comes Calling For Me,Country,18
TRAUDRC128F148D15E,Jimmy Page,Hummingbird,Rock,14
TRASCWR12903CCC575,Jimi Hendrix,Hear My Train A Comin',Blues,9
TRAPMRB128E078E21E,Ms. Dynamite,Natural High (Interlude),Rap,20
TRAXBUJ128F4247432,H-Town,Sex Dance,RnB,9
TRAXQZA128F1463DEB,Jimmy Page / Robert Plant,Thank You,Rock,14
TRAYICR128F4282520,Kyle Riabko,Doesn't Get Much Better,Pop,16
TRATUPO128F9305A5C,The Knux,Bang! Bang!,Rap,20
TRALHMS128F930C08C,Converge,Dark Horse,Metal,23
TRACBLO128E0784286,Spinal Tap,The Majesty Of Rock,Rock,23
TRAOJMY128E07836D9,Helmet,Everybody Loves You,Metal,4
TRAAPIV128F1493132,Gary Moore,What Are We Here For,Rock,8
TRBDFCT128F4285E05,Dottie West,Country Girl,Country,11
TRBFJPO128F4295BE3,Shakira,Estoy Aquí,Latin,2
TRBFHRA128F424D28A,Bessie Smith,Chicago Bound Blues,Blues,1
TRAXOQD12903CDD59D,The Berzerker,Pure Hatred,Metal,21
TRARDUI12903CBF6B6,K.I.Z.,Autofokus,Rap,15
TRBHIJC128F92E55E2,Furry Lewis,Rock Island Blues,Blues,18
TRAPDIO128F933C680,Pursuit Of Happiness,She's So Young,Rock,8
TRANUME128E0789D4C,Fountains Of Wayne,Janice's Party,Rock,16
TRAVWTN128F425D2D5,John Fogerty,Headlines,Rock,16
TRAKORW128F1484DF0,Janet Jackson,Hold On Baby,Pop,9
TRBCUBV128F145F7E9,Jack Johnson,It's All Understood,Rock,21
TRAZJOI12903CDA550,Bon Jovi,The Distance,Rock,1
TRAYUCR128F92E574F,Santana,Interplanetary Party,Rock,20
TRAPLMD128F932FF43,Metallica,Metal Militia,Rock,23
TRAPMTY128F1459DA1,Josh Turner,What It Ain't,Country,21
TRANIJQ128F4298A10,Kiss,Domino,Rock,21
TRABIPA128F1458F79,Public Image Ltd,Ease,Rock,14
TRAFAAS12903CF0BE2,Moonspell,Tired,Rock,12
TRAPMYO128F14903F5,Anneli Drecker,Fire Alarm,Rock,8
TRABRMJ128E0780E42,Blink-182,A New Hope,Pop,1
TRASZSF128F428B8F3,Charley Pride,(I'm So) Afraid Of Losing You Again,Country,22
TRANSYV128F428A00C,Jim Reeves,Mexican Joe,Rock,22
TRANULO128F422E6FE,Nightfall,Death Of Neira,Metal,23
TRAEQQE128F42920E3,Skeeter Davis,He Says The Same Things To Me,Country,14
TRBAWKB128F931BAEE,Owl City,On The Wing,Pop,12
TRATMDD12903D11C7A,Patsy Cline,Stop The World And Let Me Off,Country,14
TRARFXI128F1468CE3,Albert Collins,Same Old Thing,Blues,14
TRBIFUD128F1495AE2,Hot Boys,Young Riders,Rap,20
TRAECWI128F4226133,Helmet,Your Head,Rock,8
TRBAAGQ128F148D17E,Urge Overkill,Crackbabies,Rock,3
TRAJOIH128F14B08F7,Utopia,Magic Dragon Theatre,Rock,1
TRAIYAT128F931FEA5,The Jets,Curiosity,RnB,2
TRAADLH12903CA70EE,The Suicide Machines,Burning In The Aftermath,Rock,23
TRAQRRD128F425F8E7,Jacques Dutronc,Laquelle Des Deux Est La Plus Snob,Pop,0
TRAMRQS12903D0FD39,Barbara Jones,You Are Always On My Mind,Reggae,8
TRAZWTT128F935AA16,YGGDRASIL,Nordmark,Metal,13
TRAYGQU128F934B4F5,Norther,Fuck You,Metal,20
TRANGIY128F427FA51,Rooney,Get Away,Rock,9
TRAVRJA128F9329C4C,Mudhoney,The Money Will Roll Right In,Rock,21
TRAKQXJ128F147A028,AFI,Summer Shudder,Rock,17
TRAAIAE128F42AC53D,Martina McBride,I Can't Stop Loving You,Country,8
TRAPEIN128E078892E,The Smashing Pumpkins,Rotten Apples,Rock,14
TRBGCLK128F4237A50,Phil Collins,Testify,Pop,14
TRBGMJF128F425E8EA,30 Seconds To Mars,End Of The Beginning,Rock,8
TRBEBWG128F93214A4,Mariah Carey,Outside,Pop,8
TRAOMKV128F428CD51,OutKast,"Return Of The ""G",Rap,20
TRBEELS128F42B63A8,Arc Angels,Sent By Angels,Rock,1
TRAYESZ128F1458FAE,Public Image Ltd,The Order Of Death,Rock,7
TRBGUUE128F1494FB6,David Bowie,Baal's Hymn,Rock,1
TRAJSQA128F4263330,Cali,Resistance,Rock,0
TRBGNCL128F428F56F,Gwen Stefani,4 In The Morning,Pop,14
TRAWHZK12903CB5A01,Everyday Sunday,Comfort Zone,Rock,8
TRBCWYJ128F93213A1,Eleanor McEvoy,Easy To Lose Hope,Pop,22
TRBHJLT128F1460832,UFO,Cherry,Rock,1
