"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1121",0.095,1,4,9,187.826,1995,200.07138,-4.737,162.909,21,14
"1122",0.375,1,3,0,137.66,0,146.23302,-13.261,112.884,3,2
"1123",0.061,0,3,5,363.752,2006,372.76689,-8.265,66.366,1,1
"1124",0.137,1,4,0,201.12,2001,208.50893,-8.28,100.002,19,12
"1125",0.119,1,4,8,276.544,2006,279.53587,-5.852,129.962,2,6
"1126",0.166,1,5,9,195.634,2003,208.92689,-7.042,93.355,2,9
"1127",0.357,0,1,9,299.114,1970,304.45669,-13.562,134.616,7,14
"1128",0.241,1,1,9,230.708,1967,238.94159,-23.977,174.23,16,1
"1129",0,0,4,9,173.25,2008,180.89751,-7.279,101.664,11,13
"1130",0.194,1,4,11,350.79,1997,357.642,-10.851,114.313,18,3
"1131",0,1,4,0,105.198,2001,108.12036,-4.926,198.201,10,10
"1132",0,1,4,7,338.936,2008,341.41995,-8.652,162.329,14,9
"1133",0.09,1,4,1,235.224,2002,249.18159,-6.297,84.797,9,13
"1134",0,1,4,9,283.103,1992,291.16036,-3.349,180.469,22,11
"1135",0.374,1,4,3,230.208,0,240.97914,-8.505,143.908,13,14
"1136",0,1,3,7,203.064,1997,209.00526,-5.945,153.785,8,14
"1137",0.34,1,4,4,156.52,2000,164.33587,-6.231,105.976,2,6
"1138",0.206,1,1,10,181.133,1991,187.03628,-19.27,70.746,1,1
"1139",0,1,4,6,154.912,2003,164.54485,-10.897,148.045,18,14
"1140",0.334,1,4,9,281.124,0,295.36608,-4.707,120.18,1,14
"1141",0.27,1,1,7,99.5,1997,99.49995,-5.301,228.637,8,14
"1142",6.177,0,3,11,265.747,2008,270.13179,-3.225,126.182,23,14
"1143",0.274,1,4,9,215.353,2005,218.64444,-5.806,130.495,6,13
"1144",2.177,1,4,4,258.461,1987,263.70567,-10.981,146.01,5,14
"1145",0.213,1,4,4,357.03,1995,366.70649,-7.098,123.448,2,6
"1146",0,1,3,11,297.302,1992,316.76036,-11.76,98.406,1,14
"1147",0,1,4,9,196.101,1994,196.10077,-7.467,160.138,21,12
"1148",1.53,0,4,6,193.312,2004,195.65669,-3.044,144.721,6,14
"1149",5.671,0,3,9,271.209,2005,295.67955,-6.473,137.008,8,14
"1150",0,1,4,10,210.083,1995,225.33179,-7.991,135.985,4,13
"1151",0.183,1,3,10,245.522,1998,255.39873,-8.022,105.919,8,14
"1152",0.119,1,4,8,186.694,0,204.85179,-6.682,126.956,2,6
"1153",0,1,4,5,242.207,1981,242.20689,-3.237,130.372,10,14
"1154",0,1,1,7,199.872,2009,202.91873,-12.024,130.692,16,14
"1155",0,1,3,9,236.124,1979,241.8673,-12.328,94.423,1,14
"1156",3.988,0,4,4,337.56,1986,354.35057,-7.333,105.131,4,14
"1157",11.389,0,4,9,630.886,2000,645.38077,-12.793,120.36,13,14
"1158",0,1,1,2,125.283,1996,125.28281,-4.285,133.05,11,14
"1159",0,0,3,8,227.451,2001,231.49669,-5.349,176.83,20,11
"1160",0.084,0,4,8,324.11,2004,343.562,-5.82,123.847,14,14
"1161",2.891,1,4,0,212.648,1988,229.642,-12.818,129.846,16,14
"1162",0.792,1,4,1,281.112,1975,285.1522,-11.969,126.729,10,14
"1163",0.256,1,4,0,162.482,1985,170.89261,-15.591,112.48,8,14
"1164",4.18,1,4,2,217.13,1992,241.52771,-18.454,108.616,10,11
"1165",0,1,3,7,205.752,2004,216.5024,-9.911,142.121,8,9
"1166",0.177,0,4,4,234.899,0,247.24853,-7.518,120.08,8,9
"1167",0.403,1,4,0,236.292,0,256.67873,-10.223,120.093,14,14
"1168",0,1,4,7,188.212,2000,188.21179,-5.008,178.142,23,10
"1169",0.293,1,4,3,339.336,1993,346.5922,-15.018,89.921,8,9
"1170",0.061,1,4,3,244.402,0,249.52118,-5.951,98.998,2,6
"1171",0,1,4,7,224.682,0,244.08771,-6.228,123.245,16,14
"1172",2.31,1,4,1,207.337,2008,214.9873,-11.588,119.612,9,11
"1173",0.237,1,1,7,305.342,0,310.64771,-9.013,126.537,21,14
"1174",0,0,4,11,253.527,1982,266.05669,-10.762,153.264,21,12
"1175",0.451,1,3,9,256.023,2000,265.24689,-8.387,131.458,12,2
"1176",0,1,4,1,288.322,2001,294.13832,-4.603,93.328,20,11
"1177",0,1,4,1,275.615,1992,278.12526,-7.352,119.423,9,14
"1178",0.275,0,4,1,233.529,2004,237.19138,-5.129,164.041,15,11
"1179",0,1,4,7,183.542,2003,188.94322,-7.549,99.077,12,3
"1180",0,0,5,4,225.097,1996,225.09669,-6.504,94.234,11,3
"1181",1.031,1,4,1,381.991,2002,392.82893,-5.295,85.083,14,9
"1182",0,0,4,11,200.806,1982,210.54649,-10.992,140.456,17,14
"1183",0,0,4,10,246.404,2002,250.77506,-6.188,177.963,12,13
"1184",0.173,1,3,8,374.015,1992,386.79465,-10.118,125.787,6,1
"1185",0,1,4,10,231.631,1999,246.80444,-3.93,135.021,6,14
"1186",0,0,4,10,137.242,0,154.40934,-6.609,139.706,21,14
"1187",0,0,4,7,162.716,2003,162.71628,-10.257,126.948,2,14
"1188",0.525,0,4,1,192.865,0,202.9971,-11.772,85,13,14
"1189",0.096,1,4,0,191.263,2007,202.00444,-12.826,117.58,17,14
"1190",0.16,1,4,0,345.687,0,348.44689,-5.817,131.502,23,7
"1191",0.177,0,3,7,253.498,2003,255.99955,-6.155,113.485,19,13
"1192",0.202,1,4,2,224.467,1972,229.56363,-11.68,165.904,8,14
"1193",0,1,4,9,361.343,2002,364.72118,-10.202,80.062,2,6
"1194",0.299,1,3,2,265.822,1995,282.33098,-9.851,111.532,21,2
"1195",0,0,4,7,170.475,1987,190.17098,-15.494,117.535,5,11
"1196",0.206,0,4,10,277.289,2002,277.28934,-5.64,98.507,8,14
"1197",0.165,1,4,7,127.059,1987,127.05914,-5.454,105.434,18,6
"1198",0.287,1,4,0,284.549,2006,294.19057,-6.805,124.517,14,9
"1199",4.743,0,4,10,169.842,1990,188.31628,-10.553,186.393,20,11
"1200",0.374,1,7,4,162.342,1987,167.78404,-9.966,166.09,12,7
"1201",0.063,1,4,2,180.024,0,185.83465,-7.541,146.051,2,14
"1202",0,1,1,10,275.818,2000,278.56934,-4.842,156.581,8,14
"1203",0.299,1,4,3,321.788,1993,343.43138,-9.808,94.705,8,14
"1204",0.165,0,4,8,201.421,2005,204.59057,-7.162,159.9,12,14
"1205",0.115,1,4,8,231.149,2001,236.64281,-8.025,86.918,23,11
"1206",0.566,1,3,2,189.835,1990,201.16853,-13.419,66.246,8,14
"1207",0,1,3,1,174.991,1998,183.09179,-14.469,87.679,8,14
"1208",1.019,1,3,0,239.52,1982,243.06893,-10.502,141.816,1,14
"1209",0,0,4,7,267.865,2006,271.64689,-7.537,192.417,2,6
"1210",2.078,1,4,7,223.19,0,223.18975,-9.049,139.91,8,9
"1211",0,0,4,6,303.09,2004,317.46567,-6.806,133.325,8,14
"1212",0.084,1,1,6,161.994,2004,172.14649,-6.088,104.115,21,14
"1213",0,1,7,6,238.283,2008,247.97995,-9.237,160.26,1,14
"1214",0,1,1,9,73.636,1995,82.65098,-12.558,192.239,23,14
"1215",0.43,1,4,7,66.374,2004,68.49261,-12.919,142.666,3,11
"1216",0.252,1,1,8,162.644,1972,170.29179,-11.314,153.802,16,14
"1217",0.087,1,4,11,178.666,1986,183.90159,-12.289,187.176,14,10
"1218",0,1,1,8,258.328,2008,261.43302,-6.405,126.428,23,14
"1219",0.7,1,1,4,389.898,1977,393.61261,-9.897,149.629,7,14
"1220",0.415,1,4,2,224.729,1997,235.65016,-6.322,142.893,14,14
"1221",1.048,1,4,3,245.806,1990,258.2722,-7.178,109.993,8,14
"1222",1.001,1,3,6,222.848,2005,230.47791,-8.21,96.179,20,9
"1223",0,0,4,0,196.354,1993,203.65016,-14.897,195.824,18,14
"1224",0.258,0,4,7,201.485,2001,205.11302,-1.869,150.573,11,14
"1225",0,0,4,4,286.598,2006,299.72853,-16.253,173.945,12,14
"1226",0.101,1,3,0,411.353,2002,422.55628,-9.929,102.739,1,7
"1227",0,0,4,9,162.383,0,166.94812,-18.712,146.422,18,1
"1228",0.072,0,4,6,288.311,1980,300.14649,-5.693,137.804,17,14
"1229",4.36,1,4,9,276.12,2001,295.75791,-7.867,97.683,14,2
"1230",0,1,4,7,209.206,0,213.31546,-11.982,132.43,1,14
"1231",0,0,4,1,146.831,2002,155.61098,-2.321,88.889,14,14
"1232",6.647,1,5,7,292.275,2004,308.76689,-7.255,223.617,21,9
"1233",0,1,5,1,7.131,2002,7.13098,-13.558,195.208,24,11
"1234",0,0,5,6,203.232,2007,203.2322,-4.995,151.8,10,14
"1235",0.183,0,4,5,229.82,2000,249.93914,-11.637,122.831,5,14
"1236",6.513,1,4,1,156.479,2005,160.31302,-9.385,152.785,7,14
"1237",0.363,0,4,10,242.608,0,247.14404,-6.276,126.855,1,6
"1238",2.119,0,4,6,181.748,2003,190.74567,-5.718,155.08,21,11
"1239",0.247,1,4,7,230.534,1993,245.73342,-8.997,120.172,12,15
"1240",0,1,4,0,187.768,2004,187.76771,-6.09,144.002,12,14
"1241",0.358,1,4,0,175.369,1956,183.50975,-16.968,120.423,14,2
"1242",2.27,1,4,5,161.018,2004,161.01832,-4.279,170.94,4,14
"1243",3.129,1,4,4,287.126,1991,298.57914,-5.899,135.314,8,14
"1244",0.131,1,1,7,232.24,2005,237.00853,-9.664,85.744,6,14
"1245",0.212,0,4,0,269.415,2004,281.70404,-8.061,105.837,8,14
"1246",0,0,5,9,140.754,1999,144.01261,-4.527,71.707,21,7
"1247",0.193,1,4,6,379.64,0,403.25179,-11.533,143.676,2,6
"1248",0.2,1,4,5,132.609,1998,144.14322,-15.284,103.801,8,14
"1249",0,1,4,11,147.046,2009,154.95791,-8.005,120.148,12,9
"1250",0,0,4,10,211.603,1998,230.50404,-8.668,95.752,20,11
"1251",0.067,1,4,11,233.935,2002,238.21016,-9.02,122.166,21,2
"1252",0.194,1,7,0,204.487,1979,211.1473,-8.958,194.283,10,14
"1253",0,1,4,1,233.72,2001,235.98975,-7.557,85.865,15,11
"1254",0,1,4,1,356.926,2009,369.57995,-6.555,110,23,3
"1255",0,1,4,6,402.364,1988,402.36363,-5.454,122.838,9,14
"1256",0,0,4,0,243.989,0,264.6722,-7.228,117.004,18,11
"1257",0.346,0,4,5,192.557,2007,201.27302,-3.892,125.562,12,14
"1258",0.381,1,1,0,174.591,0,178.25914,-12.518,109.961,20,1
"1259",0,0,1,11,207.697,2008,225.12281,-4.808,134.734,23,14
"1260",0.206,1,4,7,310.37,0,315.97669,-6.823,104.357,20,11
"1261",0,0,4,4,213.879,0,227.94404,-6.221,93.859,20,11
"1262",0.201,1,4,4,147.342,2000,160.62649,-8.211,161.991,14,13
"1263",0.374,1,1,0,189.98,1985,198.53016,-5.233,185.452,16,14
"1264",0,1,4,2,136.115,1978,141.08689,-6.021,150.04,8,14
"1265",0,1,3,3,455.593,2006,475.21914,-8.316,124.562,23,7
"1266",0,1,3,11,179.409,2006,179.40853,-4.027,98.377,23,14
"1267",0.177,1,4,7,386.194,1998,386.19383,-8.087,140.185,20,14
