TRAZSCZ128F42554F4,John Fogerty,Don't You Wish It Was True,Rock,18|0.474929100484,6|0.220213593736,4|0.116560034909,24|0.104705584548,10|0.0239302758765,3|0.0238762323643,8|0.0156289029353,12|0.0028496891212,14|0.0025653512657,21|0.00233523486883,23|0.00201877332533,1|0.001708207973,16|0.0014387694027,9|0.00113662666559,5|0.00107239702948,17|0.00101202379757,20|0.000888641682834,22|0.000732274699345,11|0.0006615980454,7|0.000647660321268,19|0.000439670149847,13|0.000294027609491,2|0.00022939057383,0|7.47807348519e-05,15|5.11578803615e-05
TRAUGRD128F425E997,Anna Abreu,Shame,Pop,17|0.345282046031,16|0.23988701974,1|0.174018247255,12|0.0959129906023,14|0.0955872558946,8|0.0179043206209,23|0.015548175014,21|0.00267522256615,18|0.00141920418982,9|0.0013021085569,5|0.00122852770461,4|0.00117517552604,20|0.00101801934995,10|0.00094331799399,3|0.000881406267117,22|0.00083888684023,24|0.000830319150168,6|0.000800304146819,11|0.000757920346428,7|0.00074195342395,19|0.000503681887519,13|0.000336835196528,2|0.000262787631241,0|8.56680893469e-05,15|5.86059748448e-05
TRAWTGS128F14569A8,Leona Naess,Chase,Rock|Pop,22|0.236143253424,12|0.188846563625,8|0.157045377207,13|0.151549537653,16|0.102839197921,23|0.0533080870173,17|0.0518449108557,9|0.0184432916743,4|0.0182822565992,14|0.00372839590639,21|0.00339395241573,1|0.00248265245347,18|0.00180049000387,5|0.00155858604948,20|0.00129152216183,10|0.00119675141239,3|0.00111820637556,24|0.00105339410679,6|0.00101531522154,11|0.000961544517171,7|0.000941287894113,19|0.000639001921013,2|0.000333388603685,0|0.000108683824093,15|7.43511558319e-05
TRAXRGF128F930A59F,Beastie Boys,Flute Loop (2009 Digital Remaster),Rap,24|0.400442487783,21|0.121032807628,4|0.109003831964,14|0.0996391048208,8|0.0686379864532,23|0.0559101566943,20|0.0548532877619,1|0.0232063719958,16|0.0229544002401,5|0.0226117785805,3|0.0115239641449,12|0.00266495316648,18|0.00115853091948,9|0.00106294290456,17|0.000946417629844,10|0.000770053436129,22|0.000684803743762,6|0.000653307752139,11|0.000618708824381,7|0.000605674636973,19|0.000411167782944,13|0.000274966768521,2|0.000214519938874,0|6.99329462477e-05,15|4.78414835659e-05
TRARIRG128F147FC96,Phil Collins,I'm Not Moving,Pop,8|0.452972556113,14|0.256467531096,10|0.0789703285358,9|0.0600991782886,23|0.0421832413199,21|0.0233175790798,5|0.0211974083782,24|0.0206138229017,7|0.0204843205244,12|0.004784325584,1|0.00286789988677,16|0.00241554112398,18|0.00207988237379,4|0.00172225172407,17|0.00169908054542,20|0.00149193506989,3|0.00129172487812,22|0.00122941150055,6|0.00117286751306,11|0.00111075289981,19|0.000738159517397,13|0.000493641149846,2|0.000385122427194,0|0.000125548916996,15|8.5888651508e-05
TRBEWCS128F428BA34,NOFX,Bath Of Least Resistance,Punk|Rock,10|0.314944183274,24|0.182690690184,8|0.17096598287,22|0.133159191487,5|0.0510750361598,19|0.0501706381014,21|0.036366030271,20|0.0342983196825,12|0.00407324770137,14|0.00366682494188,23|0.00288556521686,1|0.00244165377469,16|0.00205652754146,18|0.00177075659869,9|0.00162465509606,4|0.00146627936437,17|0.00144655203843,3|0.00109974024514,6|0.000998548242107,11|0.000945665510534,7|0.000925743406623,13|0.000420272960861,2|0.000327883003314,0|0.000106889012586,15|7.31233161678e-05
TRASSZI128F146EC5F,Snow Patrol,In My Arms,Rock,8|0.467133599448,12|0.157915465662,14|0.140417039792,16|0.138751740683,5|0.0357414462431,17|0.0185740820566,3|0.0182154244757,21|0.00345191474655,23|0.00298412528208,1|0.00252505149306,18|0.00183123899044,9|0.00168014720945,4|0.00151636195787,20|0.00131357893389,10|0.0012171896781,22|0.00108243922996,24|0.00107138409906,6|0.00103265489798,11|0.000977965891009,7|0.000957363322887,19|0.00064991487329,13|0.000434627906016,2|0.000339082254677,0|0.000110539939618,15|7.56209338852e-05
TRAEAZV12903D0CBA6,Enter the Haggis,Skyswimmer,Rock,1|0.437140230328,21|0.136253697481,12|0.1144181361,16|0.113054481025,11|0.089970562424,8|0.0597709112987,5|0.0233692544576,14|0.0136458050412,23|0.00195114608894,18|0.0011973407469,9|0.00109855061255,4|0.000991460955504,17|0.000978121837531,20|0.000858872921577,10|0.000795849589222,3|0.000743616489976,22|0.000707744102682,24|0.000700515795092,6|0.000675193021395,7|0.000625964236275,19|0.000424941563539,13|0.000284177927804,2|0.000221706179367,0|7.22756420958e-05,15|4.94441336891e-05
TRAWSXV128F4273E35,Mobb Deep,Hell On Earth (Front Lines),Rap,20|0.349373426919,23|0.153438323413,24|0.118488550008,21|0.0958063731337,8|0.0875843639603,1|0.0754509226021,4|0.0579671959984,12|0.0353383235072,5|0.0175811354643,16|0.00324489237955,3|0.00307771019886,14|0.000640714809199,18|0.000309409364846,9|0.000283880631441,17|0.000252760174808,10|0.000205658511623,22|0.000182890838594,6|0.000174479190187,11|0.000165238839255,7|0.000161757793062,19|0.000109810761566,13|7.34354964302e-05,2|5.7291934913e-05,0|1.86770228713e-05,15|1.27770461664e-05
TRBHOXV128F92FBB72,Eddy Arnold,Molly Darling,Country,14|0.657686567872,1|0.208159227727,8|0.0439319438638,12|0.0232782386857,21|0.0224467801461,5|0.0204057875779,23|0.00326273194026,16|0.00232533233223,18|0.00200220881483,9|0.00183701066357,4|0.0016579339422,17|0.00163562809513,20|0.00143621850242,10|0.00133083006399,3|0.00124348519412,22|0.00118349892017,24|0.00117141164993,6|0.00112906657745,11|0.00106927164494,7|0.00104674556084,19|0.000710592825398,13|0.00047520603763,2|0.000370739965026,0|0.000120860271461,15|8.26811252937e-05
TRAJLOY128F92E4EAF,Saga,Believe,Rock,8|0.747790657029,23|0.0761609415529,20|0.0727352785754,22|0.0372404870457,12|0.00863799769226,14|0.0077761107863,21|0.00707858034681,1|0.00517793201332,16|0.00436120792536,18|0.00375518321852,9|0.00344535073713,5|0.00325065741274,4|0.00310948871618,17|0.00306765364785,10|0.00249599876195,3|0.00233218168795,24|0.00219700629485,6|0.00211758725305,11|0.00200544064504,7|0.00196319251769,19|0.00133273124829,13|0.000891258556364,2|0.000695330319588,0|0.000226675889054,15|0.000155070126498
TRADESF128F4214D8E,Guns N' Roses,Mama Kin,Rock,22|0.319680516012,21|0.245903619349,8|0.181623114369,6|0.131955695037,9|0.0666173968389,17|0.0289766889759,1|0.0107724548292,12|0.00231480970228,14|0.00208384134095,23|0.00163985469342,16|0.0011687160357,18|0.00100631359926,5|0.000871110827517,4|0.000833280455238,20|0.000721845893285,10|0.000668877482593,3|0.000624977800538,24|0.000588753513081,11|0.00053741777063,7|0.00052609612196,19|0.000357145178082,13|0.000238839373083,2|0.000186334545043,0|6.0744580625e-05,15|4.15556759956e-05
TRAQTOS128F428E94B,SKYCLAD,The One Piece Puzzle,Metal|Rock,8|0.425184861473,12|0.229558419088,14|0.121248006337,24|0.0979178665535,21|0.0778150045952,11|0.0222276103407,23|0.0126923536616,1|0.00159747047942,16|0.00134549872371,18|0.00115853091948,9|0.00106294290456,5|0.00100287706409,4|0.000959324382287,17|0.000946417629844,20|0.000831033971011,10|0.000770053436129,3|0.00071951338673,22|0.000684803743762,6|0.000653307752139,7|0.000605674636973,19|0.000411167782944,13|0.000274966768521,2|0.000214519938874,0|6.99329462477e-05,15|4.78414835659e-05
TRBEIYU128F92E88A9,Johnny Horton,The Golden Rocket,Country|Rock,4|0.273182638117,1|0.1622243176,9|0.145447367249,12|0.131831600221,17|0.129288885654,16|0.0659350674374,8|0.0216251776855,14|0.019535661554,21|0.0192172573773,7|0.0168822182771,23|0.00279330750519,18|0.00171414171064,5|0.00148383903898,20|0.00122958305964,10|0.00113935734652,3|0.00106457918974,22|0.00101322342032,24|0.00100287520193,6|0.000966622512175,11|0.000915430555003,19|0.000608356527186,13|0.000406835932503,2|0.000317399880144,0|0.000103471541497,15|7.07854068458e-05
TRAPVRU128F9302300,SKOLD vs. KMFDM,All Or Nothing,Electronic,21|0.255643335692,17|0.181580325626,12|0.166443070471,14|0.129999352673,8|0.0963514368122,1|0.0566624813809,23|0.0391459875163,6|0.0370891356348,24|0.0191295981229,16|0.00224161870273,18|0.00193012786339,9|0.0017708769639,5|0.00167080647776,4|0.00159824713277,20|0.00138451360762,10|0.00128291922846,3|0.00119871883646,22|0.00114089211135,11|0.00103077709984,7|0.00100906197091,19|0.000685010974712,13|0.000458098279903,2|0.000357393060738,0|0.00011650921512,15|7.97045455617e-05
TRAGSJQ128F149EF8D,Every Time I Die,California_ Gracefully,Metal,23|0.237556910626,1|0.17577725015,12|0.105035221363,16|0.103783393483,19|0.102896950206,14|0.0740308878904,5|0.0624555898857,17|0.0419006529547,24|0.0416458121303,21|0.0123226051437,20|0.0110391262493,10|0.0109812711759,7|0.0108253173537,8|0.00361594064113,18|0.00109915223831,9|0.00100846343683,4|0.000910155719043,3|0.000682635859102,22|0.000649705204325,6|0.000619823490243,11|0.000586997876141,13|0.000260873779023,2|0.000203525056613,0|6.6348643016e-05,15|4.53894435282e-05
TRAXIYW12903CB4343,Goatwhore,Sky Inferno,Metal,23|0.61774159612,1|0.163664231852,18|0.109203038501,12|0.0782961084738,10|0.0115745041943,8|0.00381128190413,14|0.00239904799713,21|0.00218384928793,16|0.00134549872371,9|0.00106294290456,5|0.00100287706409,4|0.000959324382287,17|0.000946417629844,20|0.000831033971011,3|0.00071951338673,22|0.000684803743762,24|0.000677809729852,6|0.000653307752139,11|0.000618708824381,7|0.000605674636973,19|0.000411167782944,13|0.000274966768521,2|0.000214519938874,0|6.99329462477e-05,15|4.78414835659e-05
TRANRGP128F1465737,Bryan Ferry,Going Down,Rock,21|0.544997547631,1|0.104495765033,5|0.101818375657,4|0.101622262676,10|0.0521187314793,8|0.0171617872195,12|0.011999993793,14|0.0108026517827,23|0.00850102110902,16|0.00605863417643,18|0.00521673852195,9|0.00478631610394,17|0.00426161548599,20|0.00374205543997,3|0.00323989039782,22|0.00308359665675,24|0.00305210337403,6|0.00294177363759,11|0.00278597843505,7|0.00272728690908,19|0.00185144373465,13|0.00123814540422,2|0.000965959915294,0|0.000314900438572,15|0.000215424988724
TRAFYYU128F4229376,Every Time I Die,Depressionista,Rock|Metal,10|0.215362094419,5|0.20431294743,19|0.192402023423,23|0.148775513603,1|0.137179475113,8|0.0378608990568,12|0.0253703034607,24|0.0232934008564,14|0.00250741287279,21|0.00228249364888,16|0.00140627483243,18|0.00121086170202,9|0.00111095598134,4|0.0010026570157,17|0.000989167265908,20|0.000868571733092,3|0.000752013769707,22|0.000715736293937,6|0.000682817629978,11|0.000646655870419,7|0.00063303292943,13|0.00028738700343,2|0.00022420979357,0|7.30918138625e-05,15|5.00024809382e-05
TRBGIDU128F4241A2E,Schoolyard Heroes,The Last Man On Earth,Rock|Metal,17|0.398098136551,14|0.201575414752,23|0.115864184162,1|0.1013097399,8|0.0758669521709,11|0.0433319832409,19|0.0430597276011,12|0.00349592795926,21|0.00286480823773,16|0.00176504663067,18|0.00151977929069,9|0.00139438541205,5|0.00131559008697,4|0.00125845698612,20|0.0010901635837,10|0.00101016834793,3|0.000943869107108,22|0.000898336445283,24|0.000889161586572,6|0.000857019502418,7|0.000794533624171,13|0.000360705781261,2|0.00028141066851,0|9.17391514176e-05,15|6.27592192291e-05
TRAYZXS12903CF1C4F,Old Man's Child,Life Deprived,Rock|Metal,23|0.620763779814,1|0.126936821294,8|0.0826728283088,12|0.0553984399315,16|0.0277289394428,20|0.0265548142339,6|0.0261492027071,14|0.0054751714591,21|0.00498403921329,18|0.00264403022883,9|0.00242587670636,5|0.00228879283985,4|0.00218939574539,17|0.00215993961,10|0.00175743653337,3|0.00164209268184,22|0.00156287740696,24|0.00154691548148,11|0.00141203381541,7|0.00138228684454,19|0.000938378103634,13|0.000627536508235,2|0.000489583138034,0|0.000159602839044,15|0.000109185112467
TRAUTXO128F4263C8E,Loretta Lynn,I'd Rather Have Jesus,Country,18|0.437200623659,23|0.207635594455,6|0.175388886203,21|0.0637291276622,14|0.0353657071722,17|0.0314748217977,8|0.0102085577672,12|0.007138104457,1|0.00427884110405,16|0.00360393216565,9|0.00284710349885,5|0.00268621652757,4|0.00256956022156,20|0.0022259330359,10|0.00206259604623,3|0.00192722400427,22|0.0018342538687,24|0.00181552033053,11|0.00165721794756,7|0.00162230574257,19|0.00110131713417,13|0.000736501316644,2|0.00057459386193,0|0.000187316115563,15|0.000128143905629
TRBDDTT128F4291192,Soilent Green,Pretty Smiles & Shattered Teeth,Metal,12|0.319734953693,23|0.267155024344,8|0.127132264855,17|0.104866241108,5|0.0579094911227,24|0.042091083225,20|0.0265037741808,14|0.0116000571417,10|0.0108129665999,7|0.0107335427631,16|0.00587056000679,6|0.00553611016888,11|0.00551939280871,21|0.00105518284744,1|0.000771858872541,18|0.000559773955659,9|0.000513588152303,4|0.000463522203165,3|0.000347651364211,22|0.000330880509142,19|0.000198666269866,13|0.000132857253183,2|0.000103650815642,0|3.37898983045e-05,15|2.31158409758e-05
TRAQEVV128EF34E413,Sick Puppies,Deliverance,Rock,22|0.290316534059,8|0.203283882873,18|0.1345717452,9|0.0973463164794,14|0.0536737547953,23|0.0533221591918,17|0.0452426148139,3|0.0450865367545,16|0.0232213196162,10|0.0228254945645,12|0.0166969823095,20|0.00800356948761,21|0.0015021797487,1|0.00109883397934,5|0.000689837721142,4|0.000659879629727,24|0.000466237324745,6|0.000449383426023,11|0.000425584252292,7|0.000416618572988,19|0.000282825339765,13|0.000189138286016,2|0.000147559407899,0|4.81039860215e-05,15|3.29081810532e-05
TRBFIUJ12903CFEB7C,Winds Of Plague,Origins And Endings,Rock|Metal,23|0.473091997404,12|0.239220632872,1|0.203978929439,8|0.0227145258837,16|0.0188824158438,24|0.0178447505223,14|0.00372839590639,21|0.00339395241573,18|0.00180049000387,9|0.00165193525883,5|0.00155858604948,4|0.00149090018378,17|0.00147084160928,20|0.00129152216183,10|0.00119675141239,3|0.00111820637556,22|0.00106426360705,6|0.00101531522154,11|0.000961544517171,7|0.000941287894113,19|0.000639001921013,13|0.000427329913938,2|0.000333388603685,0|0.000108683824093,15|7.43511558319e-05
TRAFLZY128F148959F,My Chemical Romance,House Of Wolves (Album Version),Rock,5|0.358718676154,23|0.211032690271,4|0.122987712062,21|0.106518122564,22|0.0616596004748,1|0.0449380446721,17|0.044412025487,16|0.0185460441766,12|0.0108826263203,20|0.00940090838999,8|0.00307933127524,14|0.00193831464431,18|0.000936036898721,9|0.000858806410055,10|0.000622165898278,3|0.000581331984997,24|0.000547637449104,6|0.000527841037247,11|0.000499886778545,7|0.000489355786101,19|0.000332203664079,13|0.000222159837886,2|0.000173321725748,0|5.65024351299e-05,15|3.86536027258e-05
TRAZYYE128F1456A0E,Brenda Lee,Everybody Loves Me But You,Country,8|0.518239138386,4|0.192961363475,14|0.102110559512,21|0.0697880949892,12|0.0395080017554,16|0.0356378224414,23|0.00553753318555,1|0.00468564658528,18|0.00339816385763,9|0.00311778831298,5|0.00294160521357,17|0.00277600030338,20|0.00243756084302,10|0.00225869479277,3|0.00211045242276,22|0.00200864326751,24|0.00198812866156,6|0.0019162602861,11|0.00181477587698,7|0.00177654443764,19|0.0012060234871,13|0.00080652326073,2|0.000629222656697,0|0.000205124961622,15|0.000140327027631
TRBHCXR128F92E7D0E,Descendents,Cheer,Punk,14|0.458853379642,3|0.315222641822,8|0.0847526527876,21|0.0629309478723,16|0.0621436361336,12|0.00250271068062,23|0.00177296727754,1|0.00150021639446,18|0.00108799949751,9|0.000998230885847,5|0.000941821856838,4|0.000900920664544,17|0.000888799675854,20|0.000780440580107,10|0.000723172543325,22|0.000643112856614,24|0.000636544638631,6|0.000613534342582,11|0.000581041799325,7|0.000568801133917,19|0.000386135867167,13|0.000258226777509,2|0.00020145995396,0|6.56754248827e-05,15|4.49288915854e-05
TRAUXSK128F427C58D,Anti-Flag,The Modern Rome Burning,Punk|Rock,23|0.718004817247,8|0.130910362276,22|0.0532866427462,11|0.0532404928138,12|0.0169489087033,16|0.0160276165072,14|0.00167510459337,21|0.00152484484589,1|0.0011154133394,18|0.000808929403293,9|0.000742186293916,5|0.000700246088721,4|0.000669835985452,17|0.000660824010565,20|0.000580258845907,10|0.000537679967031,3|0.000502391023667,24|0.000473271978412,6|0.00045616378572,7|0.000422904572021,19|0.000287092647867,13|0.000191992030808,2|0.000149785804789,0|4.88297856599e-05,15|3.34047042706e-05
TRABLLK128F428FFAF,George Harrison,Hear Me Lord (2001 Digital Remaster),Rock,18|0.472630690675,8|0.423894050987,17|0.0521513385728,14|0.0125267741813,1|0.0117662802593,13|0.0105115593972,12|0.002528365181,21|0.00207191952549,23|0.00179114140772,16|0.00127653730163,9|0.00100846343683,5|0.000951476176601,4|0.000910155719043,20|0.000788440631137,10|0.000730585557714,3|0.000682635859102,22|0.000649705204325,24|0.000643069657603,6|0.000619823490243,11|0.000586997876141,7|0.00057463173552,19|0.000390094024547,2|0.000203525056613,0|6.6348643016e-05,15|4.53894435282e-05
TRAXWLM128F1453E3B,Juelz Santana,There It Go (The Whistle Song),Rap,9|0.335128234803,21|0.263183960306,20|0.160495831686,11|0.11673387686,10|0.0804864681123,7|0.0222170775126,19|0.00754650544814,8|0.00256444702969,12|0.00179313191833,14|0.00161421581113,23|0.0012702883478,1|0.00107486890999,16|0.000905327995218,18|0.00077952543265,5|0.000674792674181,4|0.000645487955115,17|0.000636803558684,3|0.000484129490768,22|0.000460774870709,24|0.000456068900736,6|0.00043958257788,13|0.000185013266018,2|0.000144341204322,0|4.7054859964e-05,15|3.2190468591e-05
TRAFMME128F932B4D5,Aiden,Killing Machine,Rock,23|0.59466367693,12|0.193646977532,14|0.116896435696,8|0.0607602171608,5|0.0200165629549,21|0.00193320293671,1|0.00141412442662,16|0.00119107215795,18|0.0010255631596,9|0.000940946042384,4|0.000849220101104,17|0.000837794691913,20|0.000735653930947,10|0.000681672298713,3|0.000636932868909,22|0.000606206946526,24|0.000600015654707,6|0.00057832583594,11|0.000547697921679,7|0.000536159703583,19|0.000363976932776,13|0.000243408081015,2|0.000189898899207,0|6.19065508805e-05,15|4.23505857466e-05
TRBIGRY128F42597B3,Sade,All About Our Love,RnB,14|0.42784865624,8|0.341124501976,3|0.095877841631,9|0.0509583906922,12|0.0114432645022,21|0.00937741246225,23|0.00810662361723,1|0.00685951162683,16|0.00577754910533,18|0.00497471246861,5|0.00430633740655,4|0.00411932291642,17|0.00406390153644,20|0.00356844602756,10|0.00330659662663,22|0.00294053586776,24|0.00291050368854,6|0.00280529260441,11|0.00265672538499,7|0.0026007568014,19|0.00176554761043,13|0.00118070272343,2|0.000921145043896,0|0.000300290906194,15|0.000205430533454
TRAWTUV128F426DD46,Happy Mondays,Grandbag's Funeral,Rock|Pop,18|0.348566077487,9|0.348419975985,12|0.119671687998,4|0.0675225309622,20|0.050812382582,8|0.0223394167745,23|0.0193996281163,14|0.00366682494188,21|0.00333790447206,1|0.00244165377469,16|0.00205652754146,5|0.00153284746143,17|0.00144655203843,10|0.00117698818429,3|0.00109974024514,22|0.00104668829091,24|0.00103599829026,6|0.000998548242107,11|0.000945665510534,7|0.000925743406623,19|0.000628449403096,13|0.000420272960861,2|0.000327883003314,0|0.000106889012586,15|7.31233161678e-05
TRAISYO128E07888A6,Mariah Carey,Mine Again,RnB,12|0.385935796179,14|0.277927058386,21|0.181942732287,8|0.111936001915,23|0.0140595002664,5|0.0130791445849,1|0.00176954071954,16|0.00149042803005,18|0.00128332114007,9|0.00117743693945,4|0.0010626572319,17|0.00104836023906,20|0.000920548122779,10|0.000852999118923,3|0.000797015188997,22|0.000758566824922,24|0.000750819456462,6|0.000723678268046,11|0.00068535254478,7|0.000670914390421,19|0.000455456387993,13|0.000304584591507,2|0.000237626780514,0|7.74657169675e-05,15|5.29946902579e-05
TRAWDWZ128F9340E55,Chris Brown,Famous Girl,RnB,11|0.498612710893,17|0.189761909042,8|0.103136500283,14|0.102312123971,21|0.0643446144539,24|0.0256235905137,5|0.00689240026823,12|0.00155563766806,23|0.00110204295788,1|0.000932506162833,16|0.000785420368081,18|0.000676279928904,9|0.000620481456156,4|0.000559995261359,20|0.000485107117454,10|0.000449510387923,3|0.000420008179186,22|0.000399746799465,6|0.000381361354055,7|0.000353556036825,19|0.00024001475864,13|0.000160508885468,2|0.000125223700611,0|4.08226031097e-05,15|2.79269500369e-05
TRBBVBM128F4276D82,Teenage Fanclub,I Don't Know,Rock,21|0.37432270722,8|0.158134194995,23|0.137324291244,3|0.124682958789,12|0.0288333286752,14|0.0259563808771,1|0.0172837526608,16|0.0145575567409,18|0.0125346678516,9|0.0115004580626,5|0.0108505786793,4|0.0103793625976,17|0.0102397186294,20|0.00899133085256,10|0.00833155497838,22|0.0074092001579,24|0.00733352877111,6|0.00706843083788,11|0.00669408945417,7|0.00655306670966,19|0.00444860944477,13|0.0029749893211,2|0.00232098784426,0|0.000756636045145,15|0.000517618559798
TRBGICJ128F427BA9A,Mustafa Sandal,Beni Aglatma,Rock|Pop,13|0.614155154834,8|0.0538185642957,12|0.037631420856,14|0.0338766121556,21|0.0308378220954,23|0.0266588057109,1|0.0225576511709,16|0.0189995942031,18|0.0163594486966,9|0.0150096640685,5|0.0141614829635,4|0.0135464817999,17|0.0133642274026,20|0.0117349113306,10|0.0108738139571,3|0.0101601451793,22|0.00967001529686,24|0.00957125383109,6|0.0092252649234,11|0.0087366984345,7|0.00855264454641,19|0.00580604120065,2|0.00302920524207,0|0.000987513088428,15|0.000675562717232
TRAETTV12903CBBD09,Jimi Hendrix,Voodoo Chile Blues,Blues,1|0.465308211113,23|0.0975207319594,18|0.0954470792789,9|0.0951753162447,22|0.0941002416578,7|0.0938752723856,8|0.0108357259542,12|0.00757663770857,14|0.00682065176543,21|0.00620882763454,16|0.00382534165896,5|0.00285124567156,4|0.00272742252322,17|0.00269072777433,20|0.00236268441827,10|0.00218931273359,3|0.00204562403808,24|0.00192705778962,6|0.00185739705013,11|0.00175903001538,19|0.00116897713926,13|0.000781748667551,2|0.000609894342067,0|0.000198823980952,15|0.000136016494766
TRAAPPQ128F14961F5,The B-52's,Wig,Rock,1|0.66806888673,9|0.252636779428,7|0.0384146691237,12|0.0156704404538,8|0.00443408382921,14|0.0027910766501,21|0.00254071230012,23|0.0021964052898,16|0.00156536679341,18|0.00134784656316,5|0.001166757297,4|0.00111608766747,17|0.00110107182143,20|0.000966833308338,10|0.000895887938665,3|0.000837089135164,22|0.000796707586259,24|0.000788570679895,6|0.00076006483176,11|0.000719812090048,19|0.000478356748018,13|0.000319899113353,2|0.000249574661735,0|8.13606954e-05,15|5.56592647778e-05
TRALOBE12903CDA6C5,BT,Mercury & Solace,Electronic,18|0.541073384722,12|0.0953137846602,1|0.0930962671571,16|0.0701283907282,9|0.0470969810009,13|0.0454600918084,8|0.0303617504925,14|0.027428069745,19|0.0232985796629,21|0.00453658319602,23|0.00392180386929,5|0.00208331008085,4|0.0019928366377,17|0.001966025009,20|0.00172633467384,10|0.00159965776836,3|0.00149466923271,22|0.00142256573001,24|0.0014080368309,6|0.00135713805278,11|0.00128526454249,7|0.00125818818887,2|0.000445629446722,0|0.000145274049152,15|9.93827145568e-05
TRAOMDT12903CF73C3,Adrienne Pierce,Laundry & Dishes,Pop,8|0.303893932051,12|0.234474640493,18|0.164602238938,13|0.0955135872238,1|0.0835823391033,16|0.0696699095484,21|0.0163433343111,23|0.0159709414126,14|0.00301875097636,9|0.00133751385332,5|0.00126193228314,4|0.00120712941931,17|0.00119088869733,20|0.00104570005035,10|0.000968967509172,3|0.000905372356574,22|0.000861696794966,24|0.000852896143063,6|0.000822065009534,11|0.000778528762208,7|0.000762127687277,19|0.00051737737123,2|0.00026993302164,0|8.79974681697e-05,15|6.01995147233e-05
TRAQYZI128F4273CF3,Electric Light Orchestra,Indian Queen,Rock,18|0.407740402623,14|0.239649645077,8|0.150785771535,9|0.080158366716,16|0.0578687110715,1|0.0355470898829,10|0.0120973239584,12|0.00278532896507,21|0.00228249364888,23|0.00197317938127,5|0.00104817696992,4|0.0010026570157,17|0.000989167265908,20|0.000868571733092,3|0.000752013769707,22|0.000715736293937,24|0.000708426360775,6|0.000682817629978,11|0.000646655870419,7|0.00063303292943,19|0.000429740210726,13|0.00028738700343,2|0.00022420979357,0|7.30918138625e-05,15|5.00024809382e-05
TRAGAGQ128E0781352,The Stranglers,It Only Takes Two To Tango,Rock|Punk,7|0.847025894148,8|0.0603507205493,4|0.055599321527,12|0.00443984728829,14|0.00399684575268,21|0.00363832185159,23|0.00314527125344,1|0.00266140698658,16|0.00224161870273,18|0.00193012786339,9|0.0017708769639,5|0.00167080647776,17|0.00157674431217,20|0.00138451360762,10|0.00128291922846,3|0.00119871883646,22|0.00114089211135,24|0.0011292399915,6|0.00108841937195,11|0.00103077709984,19|0.000685010974712,13|0.000458098279903,2|0.000357393060738,0|0.00011650921512,15|7.97045455617e-05
TRBGNAF128F9339532,SUMO,Noche De Paz,Latin|Rock,18|0.344542224528,15|0.342586172287,2|0.209684521977,1|0.0218412141481,3|0.0202950304152,22|0.0202339027293,8|0.00671210715276,12|0.0046932899902,14|0.00422500030866,21|0.00384601055361,23|0.00332481482622,16|0.00236957848688,9|0.00187196508999,5|0.00176618221494,4|0.00168948091748,17|0.00166675063733,20|0.00146354670195,10|0.00135615294451,24|0.00119370113531,6|0.00115055032569,11|0.00108961762212,7|0.0010666629143,19|0.000724113903484,13|0.000484248203147,0|0.000123159986726
TRAXLIU128E07860D4,DMX,I'ma Bang,Rap,20|0.71551463749,21|0.0939253832385,12|0.062964929456,14|0.0597784995807,23|0.0254225491495,8|0.0166464842811,17|0.0127119844258,19|0.00633813466622,22|0.00330700331856,1|0.000459807046303,16|0.000387280893089,18|0.000333465116883,9|0.000305951592613,5|0.000288662574103,4|0.000276126611632,10|0.000221647911822,3|0.000207100744201,24|0.000195096994813,6|0.000188044481389,11|0.000178085717842,7|0.000174334029601,13|7.91449102151e-05,2|6.1746229891e-05,0|2.01291115345e-05,15|1.37704273929e-05
TRANZRO128F4278401,Emilio,Even If I Tried,Country,8|0.227261026052,9|0.199725384666,23|0.157497978321,14|0.114632984081,10|0.0893715510022,24|0.0672323843489,12|0.0493179758223,1|0.0251973845826,18|0.0243055768789,20|0.0236401907341,21|0.00443699724618,16|0.00273369328407,5|0.00203757777435,4|0.00194909038179,17|0.00192286731532,3|0.00146185862419,22|0.00139133791971,6|0.00132734649463,11|0.00125705073383,7|0.00123056875361,19|0.000835382885952,13|0.000558658878825,2|0.000435847099565,0|0.000142085029234,15|9.72010898407e-05
TRBFGFF12903CF4183,OV7,Volvere,Latin|Pop,2|0.949902586627,1|0.0162690375757,8|0.00499970023371,12|0.00349592795926,14|0.00314710932795,21|0.00286480823773,23|0.00247658106245,16|0.00176504663067,18|0.00151977929069,9|0.00139438541205,5|0.00131559008697,4|0.00125845698612,17|0.00124152570294,20|0.0010901635837,10|0.00101016834793,3|0.000943869107108,22|0.000898336445283,24|0.000889161586572,6|0.000857019502418,11|0.000811632078567,7|0.000794533624171,19|0.000539376438738,13|0.000360705781261,0|9.17391514176e-05,15|6.27592192291e-05
TRBBWDJ128F42595D5,U2,October,Rock,1|0.445529895226,19|0.176387051473,23|0.101669382062,17|0.0941278158138,8|0.0305294578443,12|0.0213470368762,14|0.0192170604372,21|0.0174932572429,16|0.0107778295068,18|0.00928016393365,9|0.00851447660179,5|0.00803333204452,4|0.00768446260989,20|0.00665681973241,10|0.00616834821131,3|0.00576350796428,22|0.00548547379929,24|0.00542944974801,6|0.00523318190047,11|0.00495603459596,7|0.00485162702785,13|0.00220256243944,2|0.00171836604989,0|0.000560182895966,15|0.000383223963085
